"Baum ID";"Nr.";"Deutsche Bezeichnung";"Ort";"Stadtteil";"Stadtviertel";"Straße";"Geburtsjahr";"Alter";"X-Koordinate";"Y-Koordinate"
"BKA~BAUM-9721";"78209";"Rottriebiger Kolchischer-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Goerdelerstraße";"01.01.10";"14";"512845.155";"5443818.915"
"BKA~BAUM-9583";"78069";"Rottriebiger Kolchischer-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Goerdelerstraße";"01.01.10";"14";"512859.721";"5443801.470"
"BKA-5471";"5471";"Säulen-Buche";"Heilbronn";"Böckingen";"Böckingen - West";"Neipperger Straße";"01.01.47";"77";"512148.773";"5442010.370"
"BKA-61748";"61748";"Reinbestand (Laubbaum)";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Sinsheimer Straße";"";"";"512832.116";"5443628.687"
"BKA-6305";"6305";"Feld-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Sinsheimer Straße";"01.01.72";"52";"512862.306";"5443692.461"
"BKA-6302";"6302";"Spitz-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Sinsheimer Straße";"01.01.62";"62";"512855.608";"5443685.163"
"BKA-61747";"61747";"Reinbestand (Laubbaum)";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Sinsheimer Straße";"01.01.72";"52";"512854.808";"5443665.372"
"BKA-6336";"6336";"Spitz-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Sinsheimer Straße";"01.01.63";"61";"512866.200";"5443597.900"
"BKA-6389";"6389";"Reinbestand (Laubbaum)";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Sinsheimer Straße";"01.01.63";"61";"512849.703";"5443521.129"
"BKA-5987";"5987";"Berg-Ahorn";"Heilbronn";"Böckingen";"Böckingen - West";"Längelterstraße";"01.01.60";"64";"512206.456";"5442842.923"
"BKA~BAUM-14830";"86905";"Zirkirsche Accolade";"Heilbronn";"Böckingen";"Böckingen - Haselter";"Helmholtzstraße";"";"";"512871.792";"5442743.469"
"BKA~BAUM-14645";"86720";"Speierling";"Heilbronn";"Böckingen";"Böckingen - Gewerbegebiet West";"Trappenhöhe";"";"";"512546.857";"5443680.173"
"BKA~BAUM-11975";"84063";"Kirschenart";"Heilbronn";"Böckingen";"Böckingen - Gewerbegebiet West";"Näherer Wolfsgraben";"";"";"512709.121";"5443007.912"
"BKA~BAUM-12932";"85028";"Fichtenart";"Heilbronn";"Böckingen";"Böckingen - Gewerbegebiet West";"Näherer Wolfsgraben";"";"";"512259.630";"5443048.397"
"BKA~BAUM-12933";"85029";"Ahornart";"Heilbronn";"Böckingen";"Böckingen - Gewerbegebiet West";"Näherer Wolfsgraben";"";"";"512256.467";"5443039.197"
"BKA~BAUM-7255";"75494";"Rottriebiger Kolchischer-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Goerdelerstraße";"01.01.06";"18";"512861.771";"5443931.101"
"BKA~BAUM-8549";"76897";"Keithsform - Ahorn";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Goerdelerstraße";"01.01.08";"16";"512859.904";"5443895.317"
"BKA~BAUM-8644";"77014";"Apfel - Öhringer Blutstreifling";"Heilbronn";"Böckingen";"Böckingen - Gewerbegebiet West";"Trappenhöhe";"01.01.18";"6";"512195.050";"5443728.990"
"BKA-66867";"66867";"Rottriebiger Kolchischer-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.99";"25";"512993.956";"5443893.578"
"BKA~BAUM-3915";"72428";"Feld - Ahorn Elsrijk";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.03";"21";"512991.550";"5443736.349"
"BKA~BAUM-3916";"72429";"Feld - Ahorn Elsrijk";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.03";"21";"512992.453";"5443765.043"
"BKA-12601";"12601";"Spitz-Ahorn `Schwedleri`";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.58";"66";"513075.119";"5443752.843"
"BKA-12602";"12602";"Gemeine Hainbuche";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.60";"64";"513084.116";"5443748.944"
"BKA-12315";"12315";"Gemeine Hainbuche";"Heilbronn";"Böckingen";"Böckingen - Nordwest";"Stresemannstraße";"01.01.51";"73";"513080.924";"5443871.392"
