Baum ID,Nr.,Deutsche Bezeichnung,Ort,Stadtteil,Stadtviertel,Straße,Geburtsjahr,Alter,X-Koordinate,,Y-Koordinate,
BKA-44054,44054,Tulpenbaum,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.71,53,517229.661,517229661,5442706.839,5442706839
BKA-44391,44391,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.77,47,517242.056,517242056,5442697.541,5442697541
BKA-44392,44392,Amerikanische Linde `Nova`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.69,55,517255.65,517255650,5442696.641,5442696641
BKA-59026,59026,Blaue Mädchen - Kiefer,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.92,32,517263.556,517263556,5442696.981,5442696981
BKA-59025,59025,Zirbel - Kiefer,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.97,27,517270.693,517270693,5442695.771,5442695771
BKA-43976,43976,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.19,105,517281.339,517281339,5442701.74,5442701740
BKA-59532,59532,Abendländischer Lebensbaum  Smaragd,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.71,53,517302.289,517302289,5442696.861,5442696861
BKA-59533,59533,Riesen-Lebensbaum,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.80,44,517295.792,517295792,5442700.55,5442700550
BKA-43977,43977,Österreichische Schwarz-Kiefer,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.61,163,517299.931,517299931,5442706.038,5442706038
BKA-44431,44431,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.61,63,517288.735,517288735,5442696.641,5442696641
BKA-44443,44443,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517337.211,517337211,5442670.452,5442670452
BKA-44207,44207,Holländische - Linde,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.65,59,517343.207,517343207,5442640.164,5442640164
BKA-44446,44446,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517340.708,517340708,5442647.76,5442647760
BKA-44444,44444,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517341.409,517341409,5442656.357,5442656357
BKA-44449,44449,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517342.109,517342109,5442667.153,5442667153
BKA-44442,44442,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517342.809,517342809,5442674.95,5442674950
BKA-44040,44040,Silber-Linde,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.17,107,517388.69,517388690,5442679.349,5442679349
BKA-44039,44039,Holländische - Linde,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.22,102,517394.787,517394787,5442672.651,5442672651
BKA-44224,44224,Holländische - Linde,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.23,101,517393.787,517393787,5442660.556,5442660556
BKA-44227,44227,Holländische - Linde,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.27,97,517392.687,517392687,5442648.16,5442648160
BKA-59553,59553,Winter-Linde,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.86,38,517392.497,517392497,5442639.964,5442639964
BKA-44226,44226,Ornäs-Birke,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.66,58,517381.592,517381592,5442650.759,5442650759
BKA-44201,44201,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.64,60,517385.989,517385989,5442636.765,5442636765
BKA-44096,44096,Blaue Atlas-Zeder,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.31,93,517171.782,517171782,5442630.866,5442630866
BKA-44095,44095,Blaue Stech-Fichte,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.40,84,517174.381,517174381,5442646.26,5442646260
BKA-44094,44094,Nelkenkirsche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.60,64,517178.18,517178180,5442648.259,5442648259
BKA-44100,44100,Gemeine Fichte,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.23,101,517185.376,517185376,5442636.463,5442636463
BKA-44404,44404,Tulpenbaum,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.82,42,517218.562,517218562,5442637.163,5442637163
BKA-44405,44405,Tulpenbaum,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.82,42,517223.659,517223659,5442632.265,5442632265
BKA-44403,44403,Tulpenbaum,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.82,42,517224.359,517224359,5442641.762,5442641762
BKA-44406,44406,Tulpenbaum,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.82,42,517217.661,517217661,5442626.067,5442626067
BKA-44407,44407,Tulpenbaum,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.82,42,517223.058,517223058,5442621.669,5442621669
BKA-44408,44408,Tulpenbaum,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.82,42,517217.361,517217361,5442617.27,5442617270
BKA-44410,44410,Tulpenbaum,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.82,42,517216.261,517216261,5442607.174,5442607174
BKA-44409,44409,Tulpenbaum,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.82,42,517221.758,517221758,5442608.974,5442608974
BKA-44840,44840,Gewöhnlicher Trompetenbaum,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.01,123,517299.184,517299184,5442483.087,5442483087
BKA-44839,44839,Dreidorniger Lederhülsenbaum,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.69,55,517306.112,517306112,5442482.927,5442482927
BKA-44837,44837,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.69,55,517320.736,517320736,5442482.428,5442482428
BKA-44836,44836,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.65,59,517330.413,517330413,5442482.278,5442482278
BKA-44090,44090,Spitz-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.64,60,517187.276,517187276,5442647.36,5442647360
BKA-44089,44089,Nelkenkirsche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.48,76,517193.473,517193473,5442647.16,5442647160
BKA-44087,44087,Spitz-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.79,45,517201.07,517201070,5442646.16,5442646160
BKA-44084,44084,Spitz-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.65,59,517215.463,517215463,5442644.961,5442644961
BKA-44099,44099,Blaue Atlas-Zeder,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.40,84,517185.176,517185176,5442629.266,5442629266
BKA-44098,44098,Serbische Fichte,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.87,37,517185.776,517185776,5442628.266,5442628266
BKA-59064,59064,Blaue Atlas-Zeder,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.65,59,517197.921,517197921,5442624.757,5442624757
BKA-45042,45042,Veredelte Blut- Buche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.53,71,517211.023,517211023,5442385.075,5442385075
BKA-45056,45056,Eingriffliger Weißdorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.86,38,517264.427,517264427,5442385.568,5442385568
BKA-45058,45058,Japanische Lärche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.70,54,517269.894,517269894,5442385.918,5442385918
BKA-45090,45090,Österreichische Schwarz-Kiefer,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.25,99,517301.079,517301079,5442386.81,5442386810
BKA-45106,45106,Spitz-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.47,77,517347.804,517347804,5442387.831,5442387831
BKA-44720,44720,Feld-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.87,37,517153.116,517153116,5442387.244,5442387244
BKA-44722,44722,Feld-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.89,35,517155.665,517155665,5442386.734,5442386734
BKA-44721,44721,Virginischer Blau- Wachholder,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.51,73,517161.833,517161833,5442387.184,5442387184
BKA-59707,59707,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.90,34,517124.852,517124852,5442449.417,5442449417
BKA-44745,44745,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517114.096,517114096,5442440.541,5442440541
BKA-44744,44744,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517116.895,517116895,5442448.537,5442448537
BKA-59706,59706,Gewöhnliche Eibe,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.47,77,517130.601,517130601,5442460.341,5442460341
BKA-44599,44599,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.57,67,517142.947,517142947,5442463.819,5442463819
BKA-44598,44598,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.47,77,517147.345,517147345,5442463.579,5442463579
BKA-44702,44702,Säulen-Eiche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.48,76,517158.08,517158080,5442458.43,5442458430
BKA-44700,44700,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.16,108,517159.101,517159101,5442464.587,5442464587
BKA-45227,45227,Rot-Buche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517222.109,517222109,5442430.894,5442430894
BKA-44959,44959,Rot-Buche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.37,87,517211.685,517211685,5442434.831,5442434831
BKA-44989,44989,Holländische - Linde,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.28,96,517187.566,517187566,5442435.439,5442435439
BKA-59728,59728,Gewöhnliche Eibe,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.12,112,517200.321,517200321,5442440.276,5442440276
BKA-44987,44987,Hänge-Birke,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.27,97,517192.875,517192875,5442443.494,5442443494
BKA-59720,59720,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.55,69,517214.515,517214515,5442449.453,5442449453
BKA-59721,59721,Gewöhnliche Eibe,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.45,79,517219.164,517219164,5442456.24,5442456240
BKA-59727,59727,Rot-Buche,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.85,139,517213.827,517213827,5442461.156,5442461156
BKA-44967,44967,Serbische Fichte,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.65,59,517208.051,517208051,5442467.462,5442467462
BKA-44969,44969,Berg-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.98,126,517200.965,517200965,5442472.84,5442472840
BKA-59705,59705,Gemeine Esche,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.45,79,517194.169,517194169,5442468.44,5442468440
BKA-44971,44971,Serbische Fichte,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.70,54,517191.879,517191879,5442477.368,5442477368
BKA-44970,44970,Serbische Fichte,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.54,70,517192.719,517192719,5442479.677,5442479677
BKA-43893,43893,Berg-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.66,58,517159.586,517159586,5442538.598,5442538598
BKA-59730,59730,Tulpenbaum,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.85,39,517223.587,517223587,5442408.105,5442408105
BKA-45004,45004,Feld-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.41,83,517210.583,517210583,5442403.786,5442403786
BKA-45005,45005,Feld-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.58,66,517213.052,517213052,5442407.755,5442407755
BKA-44956,44956,Österreichische Schwarz-Kiefer,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.02,122,517221.698,517221698,5442421.889,5442421889
BKA-44957,44957,Rot-Buche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.40,84,517211.024,517211024,5442424.996,5442424996
BKA-59110,59110,Weiß-Tanne,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.01,23,517112.704,517112704,5442541.098,5442541098
BKA-44716,44716,Rot-Buche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.53,71,517155.716,517155716,5442411.024,5442411024
BKA-44644,44644,Stiel-Eiche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.57,67,517151.977,517151977,5442406.416,5442406416
BKA-59712,59712,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.85,39,517143.311,517143311,5442408.305,5442408305
BKA-44643,44643,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.00,124,517136.584,517136584,5442411.954,5442411954
BKA-44642,44642,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.53,71,517130.897,517130897,5442414.313,5442414313
BKA-59711,59711,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.85,39,517124.06,517124060,5442419.241,5442419241
BKA-44751,44751,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517121.092,517121092,5442426.648,5442426648
BKA-44641,44641,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.67,57,517130.488,517130488,5442428.946,5442428946
BKA-44640,44640,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.56,68,517133.887,517133887,5442429.746,5442429746
BKA-44638,44638,Geweihbaum,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.69,55,517137.086,517137086,5442433.744,5442433744
BKA-44637,44637,Feld-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.28,96,517150.88,517150880,5442433.143,5442433143
BKA-44707,44707,Hängebirke,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.79,45,517157.837,517157837,5442433.003,5442433003
BKA-44708,44708,Hängebirke,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.49,75,517161.366,517161366,5442430.884,5442430884
BKA-44710,44710,Hängebirke,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.81,43,517157.997,517157997,5442430.054,5442430054
BKA-59710,59710,Hänge-Birke,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.92,32,517157.237,517157237,5442425.757,5442425757
BKA-44712,44712,Blut-Pflaume,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.92,32,517159.905,517159905,5442424.927,5442424927
BKA-44741,44741,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517161.273,517161273,5442397.06,5442397060
BKA-45219,45219,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517169.57,517169570,5442395.16,5442395160
BKA-45220,45220,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517178.167,517178167,5442393.261,5442393261
BKA-45221,45221,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517185.564,517185564,5442391.261,5442391261
BKA-45027,45027,Blaue Atlas-Zeder,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.62,62,517193.561,517193561,5442387.463,5442387463
BKA-45215,45215,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517183.965,517183965,5442398.058,5442398058
BKA-45216,45216,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.85,39,517175.768,517175768,5442399.658,5442399658
BKA-44719,44719,Feld-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.34,90,517155.655,517155655,5442388.863,5442388863
BKA-30683,30683,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Südstadt,Uferweg,01.01.11,113,515473.444,515473444,5442776.412,5442776412
BKA-30684,30684,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Südstadt,Uferweg,01.01.08,116,515483.34,515483340,5442789.408,5442789408
BKA-30674,30674,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Südstadt,Uferweg,01.01.16,108,515491.136,515491136,5442799.004,5442799004
BKA-30672,30672,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Südstadt,Uferweg,01.01.00,124,515500.033,515500033,5442810.8,5442810800
BKA-30671,30671,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Südstadt,Uferweg,01.01.04,120,515508.329,515508329,5442821.495,5442821495
BKA-30667,30667,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Südstadt,Uferweg,01.01.12,112,515517.926,515517926,5442833.99,5442833990
BKA-30665,30665,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Südstadt,Uferweg,01.01.08,116,515527.422,515527422,5442845.486,5442845486
BKA-30663,30663,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Südstadt,Uferweg,01.01.08,116,515536.019,515536019,5442856.281,5442856281
BKA-30658,30658,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Südstadt,Uferweg,01.01.10,114,515544.815,515544815,5442867.376,5442867376
BKA-30659,30659,Rispen-Hartriegel,Heilbronn,HN Innenstadt,Südstadt,Uferweg,01.01.93,31,515540.218,515540218,5442867.876,5442867876
BKA-51211,51211,Gelbe Trauer-Weide,Heilbronn,HN Innenstadt,Südstadt,Franziska-Schmidt-Weg,01.01.89,35,515515.228,515515228,5442842.486,5442842486
BKA-30669,30669,Schwarz- oder Roterle,Heilbronn,HN Innenstadt,Südstadt,Uferweg,01.01.73,51,515507.13,515507130,5442829.791,5442829791
BKA-30673,30673,Silber-Weide,Heilbronn,HN Innenstadt,Südstadt,Uferweg,01.01.12,112,515485.884,515485884,5442805.97,5442805970
BKA-30679,30679,Flügelnuß,Heilbronn,HN Innenstadt,Südstadt,Neckar,01.01.22,302,515463.849,515463849,5442778.31,5442778310
BKA-30680,30680,Flügelnuß,Heilbronn,HN Innenstadt,Südstadt,Uferweg,01.01.68,256,515457.375,515457375,5442768.957,5442768957
BKA-19866,19866,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,01.01.63,61,514807.218,514807218,5443158.654,5443158654
BKA-19867,19867,Feld-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,01.01.40,84,514803.819,514803819,5443156.655,5443156655
BKA-19864,19864,Feld-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,01.01.13,111,514800.72,514800720,5443158.955,5443158955
BKA-19862,19862,Steinweichsel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,01.01.55,69,514802.72,514802720,5443162.753,5443162753
BKA-19949,19949,Gemeine Esche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,01.01.85,39,514792.923,514792923,5443171.05,5443171050
BKA-19839,19839,Steinweichsel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,01.01.24,100,514792.624,514792624,5443181.245,5443181245
BKA-57233,57233,Steinweichsel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,01.01.32,92,514795.423,514795423,5443180.945,5443180945
BKA-19840,19840,Spitz-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,01.01.56,68,514789.525,514789525,5443179.246,5443179246
BKA-19842,19842,Feld-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,01.01.45,79,514782.628,514782628,5443183.944,5443183944
BKA-19844,19844,Feld-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,01.01.34,90,514768.632,514768632,5443175.849,5443175849
BKA-19846,19846,Feld-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,01.01.58,66,514763.034,514763034,5443175.549,5443175549
BKA-19847,19847,Feld-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,01.01.17,107,514749.537,514749537,5443167.354,5443167354
BKA-19848,19848,Feld-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,01.01.17,107,514742.84,514742840,5443165.455,5443165455
BKA-19850,19850,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,01.01.30,94,514738.241,514738241,5443156.759,5443156759
BKA-19849,19849,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,01.01.40,84,514731.908,514731908,5443158.383,5443158383
BKA-19851,19851,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,01.01.38,86,514732.443,514732443,5443150.263,5443150263
BKA-19853,19853,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,01.01.59,65,514731.943,514731943,5443143.166,5443143166
BKA-19951,19951,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,01.01.85,39,514735.045,514735045,5443096.985,5443096985
BKA-19952,19952,Stiel-Eiche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,01.01.85,39,514735.045,514735045,5443089.788,5443089788
BKA-19954,19954,Stiel-Eiche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,01.01.85,39,514736.046,514736046,5443073.795,5443073795
BKA-19955,19955,Gemeine Esche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,01.01.85,39,514739.046,514739046,5443060.2,5443060200
BKA-19956,19956,Gemeine Esche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,01.01.85,39,514739.446,514739446,5443053.503,5443053503
BKA-19957,19957,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,01.01.85,39,514738.246,514738246,5443047.605,5443047605
BKA-20575,20575,Spitz-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.51,73,514742.545,514742545,5442761.321,5442761321
BKA-29979,29979,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Holzstraße,01.01.64,60,515547.016,515547016,5443068.986,5443068986
BKA-29978,29978,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Holzstraße,01.01.63,61,515534.822,515534822,5443073.984,5443073984
BKA-29977,29977,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Holzstraße,01.01.66,58,515526.326,515526326,5443077.782,5443077782
BKA-29976,29976,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Holzstraße,01.01.57,67,515506.435,515506435,5443086.178,5443086178
BKA-29975,29975,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Holzstraße,01.01.71,53,515492.741,515492741,5443091.876,5443091876
BKA-29974,29974,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Holzstraße,01.01.61,63,515474.749,515474749,5443098.973,5443098973
BKA-29973,29973,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kaiser-Friedrich-Platz,01.01.63,61,515472.65,515472650,5443090.877,5443090877
BKA-29972,29972,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kaiser-Friedrich-Platz,01.01.59,65,515465.654,515465654,5443090.976,5443090976
BKA-29971,29971,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kaiser-Friedrich-Platz,01.01.74,50,515457.957,515457957,5443090.877,5443090877
BKA-29970,29970,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kaiser-Friedrich-Platz,01.01.94,30,515450.96,515450960,5443090.976,5443090976
BKA-29969,29969,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kaiser-Friedrich-Platz,01.01.76,48,515443.963,515443963,5443090.976,5443090976
BKA-29965,29965,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kaiser-Friedrich-Platz,01.01.68,56,515436.966,515436966,5443090.877,5443090877
BKA-29967,29967,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kaiser-Friedrich-Platz,01.01.70,54,515436.867,515436867,5443084.679,5443084679
BKA-29961,29961,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kaiser-Friedrich-Platz,01.01.70,54,515448.861,515448861,5443099.772,5443099772
BKA-29962,29962,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kaiser-Friedrich-Platz,01.01.79,45,515443.863,515443863,5443099.772,5443099772
BKA-29963,29963,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kaiser-Friedrich-Platz,01.01.74,50,515438.965,515438965,5443099.772,5443099772
BKA-29959,29959,Scharlach-Weißdorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kaiser-Friedrich-Platz,01.01.02,22,515451.059,515451059,5443103.87,5443103870
BKA-29960,29960,Eingriffliger Weißdorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kaiser-Friedrich-Platz,01.01.86,38,515447.624,515447624,5443103.595,5443103595
BKA-29930,29930,Berg-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kaiser-Friedrich-Platz,01.01.51,73,515430.068,515430068,5443130.658,5443130658
BKA-30054,30054,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kaiser-Friedrich-Platz,01.01.88,36,515431.467,515431467,5443143.852,5443143852
BKA-29918,29918,Spitz-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kaiser-Friedrich-Platz,01.01.56,68,515444.761,515444761,5443149.25,5443149250
BKA-29941,29941,Feld-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Kaiser-Friedrich-Platz,01.01.87,37,515451.958,515451958,5443133.657,5443133657
