Baum ID,Nr.,Deutsche Bezeichnung,Ort,Stadtteil,Stadtviertel,Straße,Geburtsjahr,Alter,X-Koordinate,,Y-Koordinate,
BKA~BAUM-14397,86479,Amberbaum,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514775.158,514775158,5443094.871,5443094871
BKA~BAUM-14396,86478,Amberbaum,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514774.654,514774654,5443100.984,5443100984
BKA~BAUM-14394,86476,Amberbaum,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514768.067,514768067,5443102.434,5443102434
BKA~BAUM-14384,86466,Weißrindige Himalaja-Birke,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514763.561,514763561,5443100.07,5443100070
BKA~BAUM-14410,86492,Mehlbeere,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514779.396,514779396,5443089.996,5443089996
BKA~BAUM-14399,86481,Gewöhnliche Kiefer,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514774.529,514774529,5443103.796,5443103796
BKA~BAUM-14393,86475,Weißrindige Himalaja-Birke,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514773.519,514773519,5443089.734,5443089734
BKA~BAUM-14387,86469,Weißrindige Himalaja-Birke,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514768.981,514768981,5443080.406,5443080406
BKA~BAUM-14385,86467,Weißrindige Himalaja-Birke,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514765.609,514765609,5443095.533,5443095533
BKA~BAUM-14383,86465,Purpur - Erle,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514777.616,514777616,5443089.261,5443089261
BKA~BAUM-14423,86505,Robinia - Scheinakazie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514775.159,514775159,5443084.786,5443084786
BKA~BAUM-14417,86499,"Zitter-Pappel, Espe",Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514769.719,514769719,5443088.107,5443088107
BKA~BAUM-14414,86496,Zerr-Eiche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514775.903,514775903,5443102.078,5443102078
BKA~BAUM-14408,86490,Mehlbeere,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514771.838,514771838,5443103.853,5443103853
BKA~BAUM-14405,86487,Gewöhnliche Kiefer,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514773.67,514773670,5443083.583,5443083583
BKA~BAUM-14402,86484,Gewöhnliche Kiefer,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514769.948,514769948,5443098.642,5443098642
BKA~BAUM-14421,86503,Apfeldorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514777.277,514777277,5443094.291,5443094291
BKA~BAUM-14416,86498,"Zitter-Pappel, Espe",Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514770.005,514770005,5443103.109,5443103109
BKA~BAUM-14398,86480,Amberbaum,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514788.456,514788456,5443082.801,5443082801
BKA~BAUM-14391,86473,Amberbaum,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514768.414,514768414,5443088.789,5443088789
BKA~BAUM-14413,86495,Zerr-Eiche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514775.846,514775846,5443102.937,5443102937
BKA~BAUM-14412,86494,Mehlbeere,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514764.165,514764165,5443095.608,5443095608
BKA~BAUM-14403,86485,Gewöhnliche Kiefer,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514761.302,514761302,5443090.454,5443090454
BKA~BAUM-14401,86483,Gewöhnliche Kiefer,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,,,514783.347,514783347,5443095.493,5443095493
BKA~BAUM-12326,84439,Freemanns - Ahorn `Celzam`( Celebration),Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,,,515129.876,515129876,5442840.678,5442840678
BKA-31524,31524,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.99,25,515052.427,515052427,5442365.775,5442365775
BKA-31525,31525,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.99,25,515081.512,515081512,5442368.174,5442368174
BKA-57183,57183,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.89,35,514730.945,514730945,5442404.26,5442404260
BKA-30315,30315,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Weststraße,01.01.13,111,515168.569,515168569,5442984.41,5442984410
BKA-30204,30204,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Weststraße,01.01.85,39,515165.471,515165471,5442980.312,5442980312
BKA-30205,30205,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Weststraße,,,515167.47,515167470,5442979.212,5442979212
BKA-30314,30314,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Weststraße,01.01.71,53,515168.969,515168969,5442991.508,5442991508
BKA~BAUM-9613,78099,Apfeldorn,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.10,14,516890.082,516890082,5442425.841,5442425841
BKA~BAUM-9612,78098,Apfeldorn,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.10,14,516970.329,516970329,5442413.963,5442413963
BKA~BAUM-9608,78094,Kleinkronige Winter-Linde `Rancho`,Heilbronn,HN Innenstadt,Oststadt,Alexanderstraße,01.01.10,14,517026.528,517026528,5442443.93,5442443930
BKA~BAUM-9607,78093,Kleinkronige Winter-Linde `Rancho`,Heilbronn,HN Innenstadt,Oststadt,Alexanderstraße,01.01.10,14,517016.509,517016509,5442328.579,5442328579
BKA~BAUM-9484,77969,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Südoststadt,Steinstraße,01.01.10,14,516387.626,516387626,5442540.921,5442540921
BKA~BAUM-9483,77968,Winterlinde `Greenspire`,Heilbronn,HN Innenstadt,Südoststadt,Steinstraße,01.01.10,14,516459.422,516459422,5442485.655,5442485655
BKA~BAUM-9482,77967,Henry`s - Linde,Heilbronn,HN Innenstadt,Südoststadt,Steinstraße,01.01.10,14,516511.767,516511767,5442445.859,5442445859
BKA~BAUM-9437,77922,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Oststadt,Oststraße,01.01.07,17,516704.953,516704953,5442533.035,5442533035
BKA~BAUM-9436,77921,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Oststadt,Oststraße,01.01.98,26,516706.956,516706956,5442555.423,5442555423
BKA~BAUM-9435,77920,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Oststadt,Oststraße,01.01.97,27,516709.451,516709451,5442588.711,5442588711
BKA~BAUM-9434,77919,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Oststadt,Oststraße,01.01.02,22,516710.727,516710727,5442604.914,5442604914
BKA~BAUM-9906,78570,Gewöhnlicher Trompetenbaum,Heilbronn,HN Innenstadt,Südoststadt,Silcherplatz,01.01.05,19,516617.897,516617897,5442387.564,5442387564
BKA~BAUM-9908,78576,Tulpenbaum,Heilbronn,HN Innenstadt,Südoststadt,Silcherplatz,01.01.08,16,516621.602,516621602,5442391.732,5442391732
BKA~BAUM-9909,78579,Tulpenbaum,Heilbronn,HN Innenstadt,Südoststadt,Silcherplatz,01.01.10,14,516618.549,516618549,5442408.116,5442408116
BKA~BAUM-12253,84365,Ginkgo `Princeton Sentry`,Heilbronn,HN Innenstadt,Südoststadt,Silcherplatz,,,516603.409,516603409,5442344.843,5442344843
BKA~BAUM-12252,84364,Ginkgo `Princeton Sentry`,Heilbronn,HN Innenstadt,Südoststadt,Silcherplatz,,,516570.699,516570699,5442357.2,5442357200
BKA~BAUM-12251,84363,Parotie - Vanessa,Heilbronn,HN Innenstadt,Südoststadt,Roseggerstraße,,,516566.896,516566896,5442433.47,5442433470
BKA~BAUM-15002,87075,Kultur-Birne,Heilbronn,HN Innenstadt,Oststadt,Blücherstraße,,,516793.984,516793984,5442129.24,5442129240
BKA-37955,37955,Straßen-Akazie,Heilbronn,HN Innenstadt,Südoststadt,Roseggerstraße,01.01.99,25,516667.069,516667069,5442424.268,5442424268
BKA-37810,37810,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Südoststadt,Silcherplatz,01.01.85,39,516601.588,516601588,5442384.288,5442384288
BKA-37824,37824,Winter-Linde,Heilbronn,HN Innenstadt,Südoststadt,Silcherplatz,01.01.99,25,516547.2,516547200,5442412.781,5442412781
BKA-43934,43934,Kleinkronige Winter-Linde `Rancho`,Heilbronn,HN Innenstadt,Oststadt,Alexanderstraße,01.01.91,33,517033.536,517033536,5442538.699,5442538699
BKA~BAUM-8510,76857,Vogel-Kirsche `Plena`,Heilbronn,HN Innenstadt,Oststadt,Lenaustraße,01.01.08,16,516733.303,516733303,5442282.67,5442282670
BKA-68052,68052,Vogel-Kirsche `Plena`,Heilbronn,HN Innenstadt,Oststadt,Lenaustraße,01.01.00,24,516727.318,516727318,5442267.767,5442267767
BKA-37711,37711,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Südoststadt,Roseggerstraße,01.01.29,95,516574.395,516574395,5442436.469,5442436469
BKA-37706,37706,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Südoststadt,Roseggerstraße,01.01.23,101,516570.896,516570896,5442451.362,5442451362
BKA-37707,37707,Haselnuß,Heilbronn,HN Innenstadt,Südoststadt,Roseggerstraße,01.01.73,51,516587.492,516587492,5442450.162,5442450162
BKA-37705,37705,Spitz-Ahorn,Heilbronn,HN Innenstadt,Südoststadt,Roseggerstraße,01.01.59,65,516593.49,516593490,5442455.46,5442455460
BKA-37708,37708,Baum-Hasel,Heilbronn,HN Innenstadt,Südoststadt,Roseggerstraße,01.01.66,58,516603.387,516603387,5442446.563,5442446563
BKA-50935,50935,Blauglockenbaum,Heilbronn,HN Innenstadt,Südoststadt,Härlestraße,01.01.84,40,516609.686,516609686,5442438.766,5442438766
BKA~BAUM-8092,76401,Ungarische Eiche,Heilbronn,HN Innenstadt,Südoststadt,Roseggerstraße,01.01.07,17,516597.53,516597530,5442426.077,5442426077
BKA-37718,37718,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Südoststadt,Roseggerstraße,01.01.71,53,516603.587,516603587,5442425.971,5442425971
BKA~BAUM-7415,75653,Ungarische Eiche,Heilbronn,HN Innenstadt,Südoststadt,Scherweg,01.01.06,18,516608.25,516608250,5442425.377,5442425377
BKA-37855,37855,Spitz-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Silcherstraße,01.01.55,69,516699.257,516699257,5442303.514,5442303514
BKA-37911,37911,Spitz-Ahorn `Schwedleri`,Heilbronn,HN Innenstadt,Oststadt,Silcherstraße,01.01.55,69,516704.955,516704955,5442298.316,5442298316
BKA~BAUM-11154,82224,Blut-Spitz-Ahorn `Deborah`,Heilbronn,HN Innenstadt,Oststadt,Waiblingerstraße,,,516940.064,516940064,5442157.564,5442157564
BKA~BAUM-11153,82221,Blut-Spitz-Ahorn `Deborah`,Heilbronn,HN Innenstadt,Oststadt,Waiblingerstraße,,,516908.377,516908377,5442164.961,5442164961
BKA~BAUM-9297,77709,Kleinkronige Winter-Linde `Rancho`,Heilbronn,HN Innenstadt,Oststadt,Alexanderstraße,01.01.99,25,517041.553,517041553,5442740.627,5442740627
BKA~BAUM-9296,77708,Kleinkronige Winter-Linde `Rancho`,Heilbronn,HN Innenstadt,Oststadt,Alexanderstraße,01.01.05,19,517033.467,517033467,5442637.679,5442637679
BKA~BAUM-8716,77104,Kleinkronige Winter-Linde `Rancho`,Heilbronn,HN Innenstadt,Oststadt,Alexanderstraße,01.01.05,19,517030.992,517030992,5442604.422,5442604422
BKA~BAUM-9002,77407,Krim-Linde,Heilbronn,HN Innenstadt,Oststadt,Wollhausstraße,01.01.09,15,517027.478,517027478,5442889.151,5442889151
BKA~BAUM-9000,77405,Echter Rotdorn,Heilbronn,HN Innenstadt,Oststadt,Bruckmannstraße,01.01.09,15,516841.218,516841218,5442586.704,5442586704
BKA~BAUM-8999,77404,Echter Rotdorn,Heilbronn,HN Innenstadt,Oststadt,Bruckmannstraße,01.01.09,15,516806.097,516806097,5442589.519,5442589519
BKA-33608,33608,Schwarz- oder Roterle,Heilbronn,HN Innenstadt,Innenstadt,Obere Neckarstraße,01.01.49,75,515702.156,515702156,5443411.344,5443411344
BKA~BAUM-8536,76884,Säulen - Heinbuche `Lucas`,Heilbronn,HN Innenstadt,Oststadt,Lerchenstraße,01.01.08,16,516964.946,516964946,5442719.581,5442719581
BKA~BAUM-8535,76883,Säulen - Heinbuche `Lucas`,Heilbronn,HN Innenstadt,Oststadt,Lerchenstraße,01.01.08,16,516768.841,516768841,5442734.713,5442734713
BKA~BAUM-7378,75616,Eingriffliger Weißdorn,Heilbronn,HN Innenstadt,Oststadt,Alexanderstraße,01.01.06,18,517051.618,517051618,5442772.958,5442772958
BKA~BAUM-7371,75609,Apfeldorn,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.06,18,516954.749,516954749,5442416.13,5442416130
BKA-37849,37849,Rotblühende Roßkastanie,Heilbronn,HN Innenstadt,Oststadt,Silcherstraße,01.01.55,69,516691.06,516691060,5442322.907,5442322907
BKA-37892,37892,Winter-Linde,Heilbronn,HN Innenstadt,Oststadt,Silcherstraße,01.01.55,69,516705.955,516705955,5442327.505,5442327505
BKA-37848,37848,Tibet-Kirsche,Heilbronn,HN Innenstadt,Oststadt,Silcherstraße,01.01.55,69,516694.259,516694259,5442337.401,5442337401
BKA-37840,37840,Götterbaum,Heilbronn,HN Innenstadt,Oststadt,Silcherstraße,01.01.75,49,516692.26,516692260,5442364.59,5442364590
BKA-37839,37839,Spitz-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Silcherstraße,01.01.55,69,516695.059,516695059,5442372.187,5442372187
BKA-37838,37838,Spitz-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Silcherstraße,01.01.55,69,516697.358,516697358,5442379.584,5442379584
BKA~BAUM-6811,74968,Rot - Esche`Patmore`,Heilbronn,HN Innenstadt,Oststadt,Lenaustraße,01.01.05,19,516697.758,516697758,5442355.494,5442355494
BKA~BAUM-9605,78091,Spitz-Ahorn,Heilbronn,HN Innenstadt,Oststadt,Lenaustraße,01.01.10,14,516698.864,516698864,5442387.589,5442387589
BKA-31321,31321,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.70,54,514936.564,514936564,5442463.634,5442463634
BKA-31320,31320,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.63,61,514933.802,514933802,5442476.112,5442476112
BKA-31312,31312,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.75,49,514922.97,514922970,5442478.729,5442478729
BKA-31311,31311,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.75,49,514920.471,514920471,5442484.426,5442484426
BKA-31308,31308,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.78,46,514926.568,514926568,5442502.519,5442502519
BKA-30925,30925,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.32,92,514919.971,514919971,5442512.316,5442512316
BKA-30924,30924,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.77,47,514921.77,514921770,5442516.914,5442516914
BKA-30923,30923,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.79,45,514918.971,514918971,5442525.31,5442525310
BKA-17332,17332,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,,,514916.66,514916660,5442532.334,5442532334
BKA-20828,20828,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.82,42,514907.879,514907879,5442534.994,5442534994
BKA-20830,20830,Rotblühende Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.69,55,514896.281,514896281,5442534.008,5442534008
BKA-57188,57188,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.41,83,514914.873,514914873,5442536.806,5442536806
BKA-20823,20823,Stiel-Eiche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.59,65,514755.098,514755098,5442522.375,5442522375
BKA-21298,21298,Walnuß,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.20,104,514718.25,514718250,5442502.821,5442502821
BKA-20821,20821,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.85,39,514763.006,514763006,5442520.128,5442520128
BKA-21319,21319,Stiel-Eiche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.55,69,514752.638,514752638,5442511.418,5442511418
BKA-21316,21316,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.85,39,514762.734,514762734,5442510.918,5442510918
BKA-21318,21318,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.77,47,514759.935,514759935,5442508.219,5442508219
BKA-21320,21320,Stiel-Eiche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.56,68,514753.137,514753137,5442503.721,5442503721
BKA-21325,21325,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.83,41,514764.384,514764384,5442503.166,5442503166
BKA-21324,21324,Stiel-Eiche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.58,66,514753.137,514753137,5442498.623,5442498623
BKA-21323,21323,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.70,54,514759.935,514759935,5442496.924,5442496924
BKA-21327,21327,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.92,32,514766.133,514766133,5442493.125,5442493125
BKA-20224,20224,Reinbestand (Laubbaum),Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,,,514731.934,514731934,5442872.11,5442872110
BKA-57182,57182,Amberbaum,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.89,35,514774.23,514774230,5442452.641,5442452641
BKA-21357,21357,Walnuß,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.52,72,514742.246,514742246,5442443.225,5442443225
BKA-21345,21345,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.30,94,514747.14,514747140,5442450.042,5442450042
BKA-21340,21340,Berg-Kiefer,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.89,35,514754.537,514754537,5442456.34,5442456340
BKA-21339,21339,Kanadische Hemlocktanne,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.97,27,514748.739,514748739,5442457.639,5442457639
BKA-21331,21331,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.80,44,514769.431,514769431,5442483.629,5442483629
BKA-21330,21330,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.74,50,514761.134,514761134,5442486.228,5442486228
BKA-31323,31323,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.70,54,514939.625,514939625,5442446.977,5442446977
BKA-50805,50805,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Innenstadt,Kilianstraße,01.01.92,32,516056.008,516056008,5443160.371,5443160371
BKA-50802,50802,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Innenstadt,Kilianstraße,01.01.92,32,516050.612,516050612,5443163.069,5443163069
BKA-36452,36452,Kaiser-Linde `Pallida`,Heilbronn,HN Innenstadt,Innenstadt,Kilianstraße,01.01.85,39,516036.92,516036920,5443164.668,5443164668
BKA-33042,33042,Schwarznuß,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.19,105,515565.3,515565300,5443622.4,5443622400
BKA-33037,33037,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.48,76,515541.9,515541900,5443636.3,5443636300
BKA-33040,33040,Gewöhnliche Kiefer,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.64,60,515547.9,515547900,5443631.8,5443631800
BKA-33038,33038,Gewöhnliche Kiefer,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.67,57,515547.228,515547228,5443633.855,5443633855
BKA-33039,33039,Gewöhnliche Kiefer,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.64,60,515548.8,515548800,5443634.7,5443634700
BKA-32946,32946,Gewöhnliche Kiefer,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.52,72,515555.824,515555824,5443637.253,5443637253
BKA-32947,32947,Gewöhnliche Kiefer,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.79,45,515552.726,515552726,5443642.052,5443642052
BKA-32948,32948,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.60,64,515560.756,515560756,5443642.892,5443642892
BKA-32029,32029,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.54,70,515563.424,515563424,5443647.757,5443647757
BKA-32942,32942,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.59,65,515565.855,515565855,5443652.381,5443652381
BKA-32951,32951,Gewöhnliche Kiefer,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.64,60,515573.417,515573417,5443654.747,5443654747
BKA-32958,32958,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.84,40,515580.314,515580314,5443679.437,5443679437
BKA-50477,50477,Trauben-Kirsche,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.80,44,515584.325,515584325,5443683.183,5443683183
BKA-32962,32962,Feld-Ahorn,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.54,70,515596.209,515596209,5443667.496,5443667496
BKA-32949,32949,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.54,70,515574.567,515574567,5443663.405,5443663405
BKA-32950,32950,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.69,55,515575.281,515575281,5443660.266,5443660266
BKA-50476,50476,Feld-Ahorn,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.54,70,515601.605,515601605,5443651.746,5443651746
BKA-32966,32966,Schwarz- oder Roterle,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.87,37,515604.924,515604924,5443654.69,5443654690
BKA-33062,33062,Feld-Ahorn,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.33,91,515596.4,515596400,5443606.6,5443606600
BKA-33063,33063,Feld-Ahorn,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.33,91,515595.8,515595800,5443603.1,5443603100
BKA-33061,33061,Feld-Ahorn,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.33,91,515593.3,515593300,5443605.8,5443605800
BKA-33135,33135,Gemeine Esche,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.75,49,515589.4,515589400,5443573.8,5443573800
BKA-50527,50527,Feld-Ahorn,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.79,45,515571.017,515571017,5443599.768,5443599768
BKA-50528,50528,Feld-Ahorn,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.71,53,515572.516,515572516,5443593.371,5443593371
BKA-67846,67846,Sumpfzypresse,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.00,24,515580.731,515580731,5443588.34,5443588340
BKA-33055,33055,Feld-Ahorn,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.79,45,515568.3,515568300,5443600.6,5443600600
BKA-33054,33054,Schwarz- oder Roterle,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.65,59,515565,515565000,5443604.3,5443604300
BKA-33052,33052,Schwarz- oder Roterle,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.82,42,515563.9,515563900,5443605.1,5443605100
BKA-33050,33050,Schwarz- oder Roterle,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.65,59,515562.6,515562600,5443606.5,5443606500
BKA-33048,33048,Schwarz- oder Roterle,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.65,59,515561.4,515561400,5443610.1,5443610100
BKA-33046,33046,Schwarz- oder Roterle,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.82,42,515560.2,515560200,5443611.1,5443611100
BKA-33047,33047,Schwarz- oder Roterle,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.82,42,515559.578,515559578,5443609.836,5443609836
BKA-33097,33097,Schwarz- oder Roterle,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.82,42,515596.4,515596400,5443553.1,5443553100
BKA-32560,32560,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.52,72,515601.1,515601100,5443554.1,5443554100
BKA-32561,32561,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.52,72,515603.6,515603600,5443554.3,5443554300
BKA-32566,32566,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.52,72,515604.8,515604800,5443553.6,5443553600
BKA-32124,32124,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.52,72,515605.4,515605400,5443551.5,5443551500
BKA-32070,32070,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Innenstadt,Kranenstraße,01.01.52,72,515603.5,515603500,5443549.7,5443549700
BKA~BAUM-9611,78097,Blut-Spitz-Ahorn `Deborah`,Heilbronn,HN Innenstadt,Oststadt,Dittmarstraße,01.01.10,14,517075.965,517075965,5442398.026,5442398026
BKA-67634,67634,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Bahnhofstraße,01.01.99,25,515584.609,515584609,5443446.633,5443446633
BKA-67633,67633,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Bahnhofstraße,01.01.99,25,515590.007,515590007,5443435.537,5443435537
BKA-67632,67632,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Bahnhofstraße,01.01.99,25,515595.504,515595504,5443424.242,5443424242
